name,voteCount,rating,address,cusine,cost,timing,Location,City,Days_Open
Bawarchi,9,3.1,"143/A, Ananda Palit Road, Entally, Kolkata","Bengali, North Indian, Chinese",400,12noon – 10pm (Mon-Sun),Entally,Kolkata,Mon-Sun
Middleton Inn Bar And Restaurant,13,3.2,"10, Middleton Street, Near Jeevandeep Building, Camac Street Area, Kolkata","Bengali, North Indian, Chinese","1,000","12noon – 3pm, 7pm – 10:30pm (Mon-Sun)",Camac Street Area,Kolkata,Mon-Sun
Park Roll Corner,31,3.1,"195/2, Park Street, Park Circus Area, Kolkata","Ice Cream, Desserts, Beverages",350,1pm – 10pm (Mon-Sun),Park Circus Area,Kolkata,Mon-Sun
Caramelle,6,3.1,"Landsdown Court, Near Forum Mall, Elgin, Kolkata","Ice Cream, Desserts, Beverages",300,10am – 11pm (Mon-Sun),Elgin,Kolkata,Mon-Sun
Little Indulgence,12,3.3,"142, C.I.T Road, Entally, Kolkata",Mughlai,200,12noon – 1am (Mon-Sun),Entally,Kolkata,Mon-Sun
Dawat Restaurant,25,3.4,"20, Camac Street, Camac Street Area, Kolkata",Mughlai,600,12noon – 8pm (Mon-Sun),Camac Street Area,Kolkata,Mon-Sun
The Waves,14,3.2,"49, Lenin Sarani, Taltala, Kolkata",Mishti,400,11am – 11pm (Mon-Sun),Taltala,Kolkata,Mon-Sun
The Bakers Lane,66,3.4,"12/B, Rai Charan Pal Lane, Park Circus Area, Kolkata",Mishti,300,10am – 10pm (Mon-Sun),Park Circus Area,Kolkata,Mon-Sun
Mr. Wrappee,349,4.0,"24A, Ray Street, Elgin, Kolkata","Chinese, Goan",500,9am – 9:30pm (Mon-Sun),Elgin,Kolkata,Mon-Sun
RCS Fast Food,7,3.1,"229, AJC Bose Road, Minto Park, Kolkata","Chinese, Goan",300,12noon – 10pm (Mon-Sun),Minto Park,Kolkata,Mon-Sun
Time Out,28,3.5,"1 2nd Floor, Ward No-70, Allennby Road, BR VIIIage, Elgin, Kolkata","Cafe, Continental, Italian",600,7am – 1am (Mon-Sun),Elgin,Kolkata,Mon-Sun
Italy To India,42,3.1,"60, Ananda Palit Road, Entally, Kolkata","Cafe, Continental, Italian",400,2pm – 10pm (Mon-Sun),Entally,Kolkata,Mon-Sun
A A Biryani,63,3.2,"30 A, Hare Krishna Konar Road, Entally, Kolkata","Italian, Mexican, Continental, Salad",200,12noon – 1am (Mon-Sun),Entally,Kolkata,Mon-Sun
Super Star Haji Biriyani,7,3.1,"28A, Near Karigari Bhawan, S.N. Bannerjee Road, New Market Area, Kolkata","Italian, Mexican, Continental, Salad",350,11am – 11pm (Mon-Sun),New Market Area,Kolkata,Mon-Sun
New Khana Khazana,22,3.4,"Plot 5 A, Sudder Street, Near Fire Brigade, Taltala, Kolkata","North Indian, Chinese, Seafood, Mughlai, Street Food, Rolls, Beverages",500,11am – 11pm (Mon-Sun),Taltala,Kolkata,Mon-Sun
7 Star Haji Biryani,186,3.3,"32A, Girish Chandra Bose Road, Beside Entally Market, Entally, Kolkata","North Indian, Chinese, Seafood, Mughlai, Street Food, Rolls, Beverages",300,11am – 1am (Mon-Sun),Entally,Kolkata,Mon-Sun
Hunger Food Court,9,3.3,"10E, Hungerford Street, Theatre Road Area, Theatre Road, Kolkata","Chinese, Thai",150,10:30am – 10pm (Mon-Sun),Theatre Road,Kolkata,Mon-Sun
Tazaa Khana Food Services,Cuisines:,-1.0,"4, Bridge Side Road, Park Circus Area, Kolkata","Chinese, Thai",200,-1,Park Circus Area,Kolkata,Mon-Sun
Sree Krishna Misthan Bhandar,4,2.9,"140, Ground Floor, Surendranath Banerjee Road, Opposite Regal Cinema, Taltala, Kolkata","Fast Food, Rolls, Beverages, Chinese, Italian, Continental",150,6am – 10pm (Mon-Sun),Taltala,Kolkata,Mon-Sun
Zaiqa Biryani,12,2.9,"26A, Ripon Street, Taltala, Kolkata","Fast Food, Rolls, Beverages, Chinese, Italian, Continental",300,11am – 1am (Mon-Sun),Taltala,Kolkata,Mon-Sun
Kasan - The Flavours Of India,71,3.6,"6/3A, A.J.C. Bose Road, Park Circus Area, Kolkata","Cafe, Bakery, Mexican, Italian",800,12noon – 11pm (Mon-Sun),Park Circus Area,Kolkata,Mon-Sun
Kathleen,40,2.6,"174, A.J.C. Bose Road, Elgin, Kolkata","Cafe, Bakery, Mexican, Italian",300,9:30am – 9:30pm (Mon-Sun),Elgin,Kolkata,Mon-Sun
Heshel Sutanuti,80,3.6,"12, Ho Chi Minh Sarani, Near DBS Bank, Chowringhee, Kolkata","Sandwich, Italian, Chinese, Continental, Desserts, Beverages",550,"11am – 8pm (Mon-Fri),10am – 6pm (Sat),Closed (Sun)",Chowringhee,Kolkata,Mon-Fri
Kaos,77,3.8,"Shakespeare Sarani, Theatre Road, Kolkata","Sandwich, Italian, Chinese, Continental, Desserts, Beverages",300,12noon – 12midnight (Mon-Sun),Theatre Road,Kolkata,Mon-Sun
Silver Nest,17,2.8,"52, Hotel Executive Tower, Ananda Palit Road, Park Circus Area, Kolkata","Continental, Chinese, North Indian",600,11am – 10:30pm (Mon-Sun),Park Circus Area,Kolkata,Mon-Sun
Cakelicious,46,3.5,"T/21/9A, Alimuddin Street, Taltala, Kolkata","Continental, Chinese, North Indian",100,10am – 10pm (Mon-Sun),Taltala,Kolkata,Mon-Sun
Ashma Fast Food,22,3.3,"74, Bentick Street, Esplanade, Kolkata","Beverages, Juices",350,12:30pm – 9pm (Mon-Sun),Esplanade,Kolkata,Mon-Sun
NS Restaurant,5,3.0,"14, Rafi Ahmed Kidwai Road, Wellesley, Kolkata","Beverages, Juices",600,11am – 11pm (Mon-Sun),Wellesley,Kolkata,Mon-Sun
Dragon Kitchen,5,3.0,"2, Colonel Biswas Road, Park Circus Area, Kolkata","North Indian, Chinese, Continental",300,12noon – 11pm (Mon-Sun),Park Circus Area,Kolkata,Mon-Sun
Aasna Fast Food,14,3.1,"20, Bright Street, Park Circus Area, Kolkata","North Indian, Chinese, Continental",200,12noon – 1am (Mon-Sun),Park Circus Area,Kolkata,Mon-Sun
Aala Biryani House,10,3.1,"30, Ripon Street, Taltala, Kolkata","Chinese, Mughlai, Seafood, Rolls",250,12noon – 12midnight (Mon-Sun),Taltala,Kolkata,Mon-Sun
Alisha Biryani,8,3.0,"17, Beck Bagan Road, Park Circus Area, Kolkata","Chinese, Mughlai, Seafood, Rolls",150,12noon – 11pm (Mon-Sun),Park Circus Area,Kolkata,Mon-Sun
Wok & Roll,6,3.2,"40/B, Bright Street, Park Circus Area, Kolkata","Fast Food, Burger, Sandwich, Tea",200,12noon – 11pm (Mon-Sun),Park Circus Area,Kolkata,Mon-Sun
Kohinoor Biriyani,15,2.9,"87/1, Ripon Street, Near ST Mary's School, Taltala, Kolkata","Fast Food, Burger, Sandwich, Tea",300,12noon – 12midnight (Mon-Sun),Taltala,Kolkata,Mon-Sun
The Combo Co.,29,3.5,"60/1 Chowringee Road, Chowringhee, Kolkata","Biryani, Rolls",400,12noon – 11pm (Mon-Sun),Chowringhee,Kolkata,Mon-Sun
Azlain Biryani House,9,3.2,"42/1B, Shamsulhuda Road, Park Circus Area, Kolkata","Biryani, Rolls",150,12noon – 11pm (Mon-Sun),Park Circus Area,Kolkata,Mon-Sun
Frozen Fork,80,3.9,"8/1 Louden Street, Near Sheakspear Sarani Police Station, Elgin, Kolkata","North Indian, Fast Food, Chinese",300,9:30am – 12:30am (Mon-Sun),Elgin,Kolkata,Mon-Sun
Haji Biryani,6,3.0,"7/1, 1B, Raicharan Paul Lane, Park Circus Area, Kolkata","North Indian, Fast Food, Chinese",250,10am – 10:30pm (Mon-Sun),Park Circus Area,Kolkata,Mon-Sun
Dil Se Dosa,24,3.3,"62A, MCLeod Street, Ward 61, Park Circus Area, Kolkata","Fast Food, Street Food, Chinese, Beverages",350,"9am – 9pm (Mon-Sat),Closed (Sun)",Park Circus Area,Kolkata,Mon-Sat
The Tea Lounge - The Lalit Great Eastern,35,3.6,"The Lalit Great Eastern, 1 - 3, Old Court House Street, Dalhousie Square, Esplanade, Kolkata","Fast Food, Street Food, Chinese, Beverages","1,500",10am – 10pm (Mon-Sun),Esplanade,Kolkata,Mon-Sun
Kitchen  Stories,58,3.5,"6/1B, Moira Street, Loudon Street Area, Kolkata","Fast Food, Pizza, North Indian, Chinese",500,9am – 9pm (Mon-Sun),Loudon Street Area,Kolkata,Mon-Sun
Kocoa Mania,91,3.8,"Shop-G05, Ground Floor, Lord Sinha Road, Elgin, Kolkata","Fast Food, Pizza, North Indian, Chinese",500,10am – 9pm (Mon-Sun),Elgin,Kolkata,Mon-Sun
Velvetiine,100,3.8,"23/4A, Ray Street, Elgin Road, Elgin, Kolkata","Desserts, Ice Cream",350,11am – 8pm (Mon-Sun),Elgin,Kolkata,Mon-Sun
Sweet Treats,7,3.1,"8, 4th Floor, Lenin Sarani, Dharmatala, New Market Area, Kolkata","Desserts, Ice Cream",150,9am – 10pm (Mon-Sun),New Market Area,Kolkata,Mon-Sun
Sri Gopal's Misthanna Bhandar,44,3.6,"75, S.N. Banerjee Road, Entally, Kolkata","Bakery, Fast Food, Beverages",200,9am – 9:30pm (Mon-Sun),Entally,Kolkata,Mon-Sun
Rannaghar,172,3.6,"6/5, AJC Bose Road, Park Circus Area, Kolkata","Bakery, Fast Food, Beverages",350,"Closed (Mon, Sun), 11:30am – 9:30pm (Tue-Sat)",Park Circus Area,Kolkata,"Mon, Sun"
Parijat Restaurant,19,3.3,"46A, Chowringhee Road, Chowringhee, Kolkata","Chinese, Fast Food",300,10am – 8pm (Mon-Sun),Chowringhee,Kolkata,Mon-Sun
Restaurant62,21,2.7,"62, A.J.C. Bose Road, Opposite Bamboo Villa, Entally, Kolkata","Chinese, Fast Food",500,7am – 10:30pm (Mon-Sun),Entally,Kolkata,Mon-Sun
Corner Cafe,116,3.5,"236, A.J.C. Bose Road, Elgin, Kolkata","North Indian, Chinese, South Indian",250,9am – 10pm (Mon-Sun),Elgin,Kolkata,Mon-Sun
Dynasty Restaurant,50,3.4,"Lytton Hotel, 14 & 14/1, Sudder Street, New Market Area, Kolkata","North Indian, Chinese, South Indian",800,"11am – 3pm, 7pm – 10:30pm (Mon-Sun)",New Market Area,Kolkata,Mon-Sun
Krishna Vilas,37,3.3,"4B, 1st Floor, Metro Gali, Near Metro Cinema Hall, Chowringhee Road, New Market Area, Kolkata",Beverages,500,9am – 10pm (Mon-Sun),New Market Area,Kolkata,Mon-Sun
Orchid,301,3.2,"2B, Suburban Hospital Road, Elgin, Kolkata",Beverages,500,12:30pm – 10:30pm (Mon-Sun),Elgin,Kolkata,Mon-Sun
Tewari Restaurant,16,2.8,"2, S.N. Banerjee Road, Near Regal Cinema, New Market Area, Kolkata",Rolls,300,9am – 11pm (Mon-Sun),New Market Area,Kolkata,Mon-Sun
Tava,21,2.5,"Hotel Shalimar, 3, S.N. Banerjee Road, Near Regal Cinema, New Market Area, Kolkata",Rolls,800,11am – 10:30pm (Mon-Sun),New Market Area,Kolkata,Mon-Sun
Rocks,18,3.3,"9, Waterloo Street, Esplanade, Kolkata","North Indian, Biryani, Chinese, Fast Food",600,11am – 11pm (Mon-Sun),Esplanade,Kolkata,Mon-Sun
Yummee,20,3.4,"118, Elliot Road, Near Nona Pukur Tram Depo, Wellesley, Kolkata","North Indian, Biryani, Chinese, Fast Food",250,11am – 9:30pm (Mon-Sun),Wellesley,Kolkata,Mon-Sun
Hong Kong Chinese Restaurant,36,3.3,"44, Mirza Ghalib Street, New Market Area, Kolkata","Mishti, Street Food, Fast Food",450,"10am – 3:30pm, 6:30pm – 10pm (Mon-Sun)",New Market Area,Kolkata,Mon-Sun
On The Rox,16,2.7,"4B, Chowringhee Place, New Market Area, Kolkata","Mishti, Street Food, Fast Food",800,11am – 11:30pm (Mon-Sun),New Market Area,Kolkata,Mon-Sun
Swan Sea,10,3.1,"4, Motisil Street, New Market Area, Esplanade, Kolkata","Fast Food, Sandwich, Burger, Desserts, Beverages",300,11am – 11pm (Mon-Sun),Esplanade,Kolkata,Mon-Sun
La Oriental Resto Bar,35,3.4,"The Senator, 15, Camac Street Area, Kolkata","Fast Food, Sandwich, Burger, Desserts, Beverages",800,11am – 11pm (Mon-Sun),Camac Street Area,Kolkata,Mon-Sun
Chhota Bristol (Shaw Brothers),145,3.7,"1, Metro Gali, Jawaharlal Nehru Road, New Market Area, Esplanade, Kolkata","North Indian, Chinese",800,11am – 10pm (Mon-Sun),Esplanade,Kolkata,Mon-Sun
Surma,31,3.5,"44A, Rafi Ahmed Kidwai Road, Wellesley, Kolkata","North Indian, Chinese",300,12noon – 9pm (Mon-Sun),Wellesley,Kolkata,Mon-Sun
Cafe Delight,7,3.0,"6/1A, S.N. Banerjee Road, New Market Area, Kolkata","Chinese, Rolls, Fast Food, Seafood","1,000",11am – 11:30pm (Mon-Sun),New Market Area,Kolkata,Mon-Sun
Ganguram Great Grandsons,26,2.7,"3A, Ho Chi Minh Sarani, Chowringhee, Kolkata","Chinese, Rolls, Fast Food, Seafood",200,9am – 9pm (Mon-Sun),Chowringhee,Kolkata,Mon-Sun
Nik's The Momolicious,53,3.5,"139A, SN Banerjee Road, New Market Area, Kolkata","South Indian, Fast Food",250,11am – 11pm (Mon-Sun),New Market Area,Kolkata,Mon-Sun
Sziszotic Cafe,14,3.2,"10/3, Hungerford Street, Theatre Road, Kolkata","South Indian, Fast Food",400,11am – 10pm (Mon-Sun),Theatre Road,Kolkata,Mon-Sun
Swad Snacks Bar,4,3.1,"14, Bertram Street, New Market Area, Kolkata",Mishti,150,8am – 9pm (Mon-Sun),New Market Area,Kolkata,Mon-Sun
The Co,290,3.9,"Dee Empresa Hotel, 12/2A, Dr Md. Ishaque Road, New Market Area, Kolkata",Mishti,600,12:30pm – 10:30pm (Mon-Sun),New Market Area,Kolkata,Mon-Sun
Mystic Yoga Cafe,52,3.6,"2nd Floor, 20A, Abanindra Nath Thakur Sarani, Camac Street Area, Kolkata",North Indian,500,"8am – 8:30pm (Mon-Sat),8am – 3:30pm (Sun)",Camac Street Area,Kolkata,Mon-Sat
North & South Indian,19,3.2,"18A, Jawaharlal Nehru Road, New Market Area, Kolkata",North Indian,250,8am – 10:30pm (Mon-Sun),New Market Area,Kolkata,Mon-Sun
Bean It Up!!!,51,3.2,"41, Elgin Road, Near Forum Mall, Elgin, Kolkata","North Indian, Continental, Chinese, Asian",250,10:30am – 9:30pm (Mon-Sun),Elgin,Kolkata,Mon-Sun
Liyaqat Sweets,14,3.2,"37 C, Shamsul Huda Road, Park Circus Area, Kolkata","North Indian, Continental, Chinese, Asian",100,9am – 10:30pm (Mon-Sun),Park Circus Area,Kolkata,Mon-Sun
Shakes & Sandwich,27,3.2,"Humayun Place Road, New Market Area, Kolkata","South Indian, North Indian, Chinese, Fast Food, Beverages",250,10am – 10pm (Mon-Sun),New Market Area,Kolkata,Mon-Sun
Annapurna,84,3.8,"6/2, Sarat Bose Road, Elgin, Kolkata","South Indian, North Indian, Chinese, Fast Food, Beverages",100,6am – 9pm (Mon-Sun),Elgin,Kolkata,Mon-Sun
Jaiswal Tasty Corner,91,3.5,"101/1A, Karaya Road, Beckbagan, Park Circus Area, Kolkata",North Indian,100,7am – 10pm (Mon-Sun),Park Circus Area,Kolkata,Mon-Sun
Mansukh Bar & Restaurant,4,2.9,"60, Bentick Street, Near Paradise Cinema Hall, Esplanade, Kolkata",North Indian,600,11am – 11:30pm (Mon-Sun),Esplanade,Kolkata,Mon-Sun
Brown County,35,2.6,"1B, Hotel Victerrace, Behind Gorky Sadan, Minto Park, Kolkata",Mishti,500,7am – 11pm (Mon-Sun),Minto Park,Kolkata,Mon-Sun
Delhi Darbar,52,3.5,"174, A.J.C. Bose Road, Wellesley, Kolkata",Mishti,200,6:30am – 11:30pm (Mon-Sun),Wellesley,Kolkata,Mon-Sun
The Cafe - Hotel Niharika,10,3.2,"Hotel Niharika, 5, A.J.C. Bose Road, Minto Park, Kolkata",Finger Food,400,11am – 9pm (Mon-Sun),Minto Park,Kolkata,Mon-Sun
Gaylords Restaurant,31,3.3,"Lytton Hotel, 14 & 14/1, Sudder Street, New Market Area, Kolkata",Finger Food,"1,200",10am – 10pm (Mon-Sun),New Market Area,Kolkata,Mon-Sun
Oasis Restaurant,34,3.3,"2, Madge Lane, New Market Area, Kolkata","Mishti, Chinese, North Indian",600,9:30am – 10:30pm (Mon-Sun),New Market Area,Kolkata,Mon-Sun
